job_name,submit_time,task_name,instance_num,task_duration,plan_cpu,plan_mem,plan_gpu,gpu_type,communicate_count,communicate_size,decline
app_73,0,instance_13354,1,10,800,40,100,V100,4,884,72
app_37,0,instance_13363,1,10,800,40,200,V100,2,144,72
app_22,1,instance_13397,1,10,800,40,50,V100,1,445,72
app_91,1,instance_13470,1,10,1200,120,50,V100,1,1014,72
app_0,2,instance_13471,1,10,1200,120,100,V100,5,1010,72
app_86,2,instance_13525,1,10,800,40,100,V100,1,236,72
app_86,3,instance_13526,1,10,800,40,200,V100,3,210,72
app_86,3,instance_13534,1,10,800,40,200,V100,5,786,72
app_86,4,instance_13535,1,10,800,40,150,V100,3,90,72
app_86,5,instance_13543,1,10,800,40,100,V100,2,768,72
app_86,6,instance_13546,1,10,800,40,100,V100,3,874,72
app_86,6,instance_13547,1,10,800,40,50,V100,2,704,72
app_86,7,instance_13554,1,10,800,40,150,V100,2,724,72
app_86,7,instance_13571,1,10,800,40,100,V100,1,565,72
app_130,8,instance_13572,1,10,800,40,100,V100,5,834,72
app_130,8,instance_13573,1,10,800,40,50,V100,1,350,72
app_130,9,instance_13587,1,10,800,40,50,V100,3,127,72
app_130,9,instance_13588,1,10,800,40,150,V100,2,1017,72
app_130,10,instance_13589,1,10,800,40,150,V100,1,957,72
app_130,10,instance_13590,1,10,800,40,200,V100,3,332,72
app_130,11,instance_13591,1,10,800,40,150,V100,5,328,72
app_130,11,instance_13592,1,10,800,40,200,V100,4,218,72
app_130,12,instance_13593,1,10,800,40,200,V100,2,670,72
app_130,12,instance_13594,1,10,800,40,100,V100,1,877,72
app_130,12,instance_13595,1,10,800,40,100,V100,1,529,72
app_130,13,instance_13596,1,10,800,40,200,V100,2,855,72
app_130,13,instance_13597,1,10,800,40,150,V100,4,21,72
app_130,13,instance_13598,1,10,800,40,150,V100,5,234,72
app_130,14,instance_13599,1,10,800,40,50,V100,4,902,72
app_130,14,instance_13600,1,10,800,40,150,V100,5,500,72
app_130,15,instance_13601,1,10,800,40,100,V100,5,514,72
app_130,15,instance_13602,1,10,800,40,100,V100,5,517,72
app_130,16,instance_13603,1,10,800,40,200,V100,4,202,72
app_130,16,instance_13604,1,10,800,40,200,V100,4,149,72
app_130,17,instance_13605,1,10,800,40,200,V100,1,94,72
app_130,17,instance_13606,1,10,800,40,150,V100,2,949,72
app_130,18,instance_13607,1,10,800,40,150,V100,1,544,72
app_130,18,instance_13608,1,10,800,40,150,V100,3,32,72
app_130,18,instance_13612,1,10,800,40,150,V100,4,124,72
app_130,19,instance_13613,1,10,800,40,50,V100,3,470,72
app_130,19,instance_13614,1,10,800,40,150,V100,4,103,72
app_130,19,instance_13617,1,10,800,40,50,V100,5,726,72
app_130,20,instance_13618,1,10,800,40,50,V100,2,534,72
app_130,20,instance_13623,1,10,800,40,150,V100,1,507,72
app_130,20,instance_13624,1,10,800,40,50,V100,3,1024,72
app_130,21,instance_13625,1,10,800,40,50,V100,2,512,72
app_130,21,instance_13626,1,10,800,40,150,V100,3,257,72
app_130,22,instance_13628,1,10,800,40,50,V100,1,718,72
app_86,22,instance_13763,1,10,800,40,200,V100,3,732,72
app_93,23,instance_13780,1,10,800,40,200,V100,4,722,72
app_93,23,instance_13784,1,10,800,40,100,V100,1,987,72
app_93,24,instance_13785,1,10,800,40,200,V100,4,289,72
app_93,24,instance_13786,1,10,800,40,200,V100,3,427,72
app_93,25,instance_13788,1,10,800,40,50,V100,1,781,72
app_93,25,instance_13789,1,10,800,40,100,V100,4,1024,72
app_42,26,instance_13791,1,10,800,40,100,V100,2,467,72
app_11,26,instance_13792,1,10,800,40,100,V100,2,789,72
app_37,27,instance_13794,1,10,800,40,200,V100,1,652,72
app_14,27,instance_13795,1,10,800,16,150,V100,2,793,72
app_54,28,instance_13797,1,10,800,32,100,V100,3,325,72
app_86,29,instance_13814,1,10,800,40,200,V100,4,740,72
app_86,30,instance_13822,1,10,800,40,50,V100,3,687,72
app_86,30,instance_13826,1,10,800,40,50,V100,2,301,72
app_86,31,instance_13829,1,10,800,40,50,V100,3,840,72
app_42,31,instance_13831,1,10,800,40,150,V100,1,641,72
app_93,32,instance_13835,1,10,800,40,200,V100,4,581,72
app_93,32,instance_13836,1,10,800,40,50,V100,1,820,72
app_86,33,instance_13844,1,10,800,40,100,V100,5,552,72
app_93,33,instance_13847,1,10,800,40,50,V100,5,30,72
app_93,34,instance_13848,1,10,800,40,150,V100,5,877,72
app_86,34,instance_13852,1,10,800,40,100,V100,1,371,72
app_86,35,instance_13876,1,10,800,40,50,V100,5,1018,72
app_86,35,instance_13878,1,10,800,40,150,V100,4,413,72
app_86,36,instance_13880,1,10,800,40,100,V100,3,830,72
app_86,36,instance_13889,1,10,800,40,50,V100,5,277,72
app_13,37,instance_13939,1,10,800,40,150,V100,5,281,72
app_13,37,instance_13942,1,10,800,40,150,V100,2,464,72
app_13,38,instance_13943,1,10,800,40,150,V100,5,417,72
app_93,38,instance_13965,1,10,800,40,200,V100,2,488,72
app_86,39,instance_13969,1,10,800,40,50,V100,3,117,72
app_86,39,instance_13970,1,10,800,40,50,V100,4,739,72
app_13,40,instance_13973,1,10,800,40,150,V100,1,966,72
app_86,40,instance_13974,1,10,800,40,100,V100,3,305,72
app_86,41,instance_13977,1,10,800,40,150,V100,1,922,72
app_86,41,instance_14012,1,10,800,40,150,V100,3,254,72
app_86,42,instance_14017,1,10,800,40,50,V100,5,375,72
app_86,42,instance_14019,1,10,800,40,50,V100,5,323,72
app_86,42,instance_14021,1,10,800,40,200,V100,5,87,72
app_86,43,instance_14023,1,10,800,40,100,V100,3,479,72
app_86,43,instance_14039,1,10,800,40,50,V100,4,942,72
app_86,43,instance_14048,1,10,800,40,200,V100,1,566,72
app_86,44,instance_14049,1,10,800,40,100,V100,3,633,72
app_86,44,instance_14063,1,10,800,40,200,V100,4,699,72
app_86,45,instance_14064,1,10,800,40,150,V100,3,86,72
app_86,45,instance_14069,1,10,800,40,200,V100,2,697,72
app_86,46,instance_14071,1,10,800,40,50,V100,2,382,72
app_86,46,instance_14077,1,10,800,40,50,V100,2,272,72
app_86,47,instance_14079,1,10,800,40,150,V100,2,215,72
app_86,47,instance_14092,1,10,800,40,150,V100,3,606,72
app_86,48,instance_14093,1,10,800,40,100,V100,2,25,72
app_86,48,instance_14100,1,10,800,40,200,V100,1,13,72
app_86,48,instance_14111,1,10,800,40,100,V100,2,505,72
app_73,49,instance_14121,1,10,800,40,50,V100,1,197,72
app_86,49,instance_14124,1,10,800,40,150,V100,4,8,72
app_86,49,instance_14125,1,10,800,40,100,V100,3,1022,72
app_86,50,instance_14129,1,10,800,40,200,V100,5,589,72
app_86,50,instance_14130,1,10,800,40,100,V100,4,788,72
app_86,50,instance_14135,1,10,800,40,100,V100,4,390,72
app_86,51,instance_14136,1,10,800,40,150,V100,1,278,72
app_86,51,instance_14137,1,10,800,40,50,V100,2,174,72
app_86,51,instance_14141,1,10,800,40,150,V100,2,895,72
app_86,52,instance_14144,1,10,800,40,100,V100,3,516,72
app_86,52,instance_14145,1,10,800,40,150,V100,5,517,72
app_86,53,instance_14146,1,10,800,40,150,V100,3,260,72
app_86,53,instance_14147,1,10,800,40,200,V100,4,32,72
app_86,54,instance_14151,1,10,800,40,100,V100,5,239,72
app_86,54,instance_14157,1,10,800,40,150,V100,2,1001,72
app_86,54,instance_14159,1,10,800,40,100,V100,3,933,72
app_86,54,instance_14162,1,10,800,40,50,V100,5,365,72
app_86,55,instance_14165,1,10,800,40,100,V100,5,549,72
app_86,55,instance_14166,1,10,800,40,200,V100,1,859,72
app_86,55,instance_14168,1,10,800,40,200,V100,3,408,72
app_86,55,instance_14169,1,10,800,40,150,V100,4,305,72
app_86,56,instance_14171,1,10,800,40,200,V100,4,147,72
app_86,56,instance_14173,1,10,800,40,100,V100,1,657,72
app_86,56,instance_14175,1,10,800,40,100,V100,4,788,72
app_86,56,instance_14176,1,10,800,40,100,V100,5,605,72
app_86,57,instance_14181,1,10,800,40,50,V100,3,707,72
app_86,57,instance_14184,1,10,800,40,150,V100,2,387,72
app_86,57,instance_14186,1,10,800,40,150,V100,2,445,72
app_86,57,instance_14187,1,10,800,40,100,V100,5,229,72
app_86,58,instance_14188,1,10,800,40,100,V100,1,230,72
app_86,58,instance_14190,1,10,800,40,50,V100,3,917,72
app_86,58,instance_14197,1,10,800,40,50,V100,1,242,72
app_86,59,instance_14202,1,10,800,40,50,V100,2,459,72
app_86,59,instance_14203,1,10,800,40,100,V100,2,904,72
app_86,59,instance_14208,1,10,800,40,150,V100,1,850,72
app_86,60,instance_14209,1,10,800,40,50,V100,4,689,72
app_86,60,instance_14211,1,10,800,40,150,V100,2,111,72
app_86,60,instance_14212,1,10,800,40,200,V100,1,917,72
app_86,60,instance_14213,1,10,800,40,100,V100,4,750,72
app_86,60,instance_14215,1,10,800,40,200,V100,4,841,72
app_86,61,instance_14220,1,10,800,40,50,V100,2,280,72
app_86,61,instance_14223,1,10,800,40,150,V100,1,95,72
app_86,61,instance_14225,1,10,800,40,200,V100,5,281,72
app_86,61,instance_14226,1,10,800,40,100,V100,5,852,72
app_86,61,instance_14243,1,10,800,40,150,V100,2,868,72
app_0,62,instance_14245,1,10,1200,120,150,V100,2,1014,72
app_86,62,instance_14256,1,10,800,40,200,V100,1,13,72
app_86,62,instance_14257,1,10,800,40,150,V100,3,429,72
app_86,62,instance_14260,1,10,800,40,200,V100,4,411,72
app_86,62,instance_14261,1,10,800,40,150,V100,3,811,72
app_86,63,instance_14264,1,10,800,40,100,V100,2,434,72
app_86,63,instance_14266,1,10,800,40,150,V100,2,274,72
app_86,63,instance_14276,1,10,800,40,100,V100,2,858,72
app_86,63,instance_14277,1,10,800,40,50,V100,3,93,72
app_86,63,instance_14280,1,10,800,40,100,V100,2,748,72
app_86,64,instance_14284,1,10,800,40,150,V100,5,680,72
app_86,64,instance_14285,1,10,800,40,150,V100,5,183,72
app_86,64,instance_14312,1,10,800,40,50,V100,2,478,72
app_75,64,instance_14316,1,10,800,40,50,V100,1,468,72
app_86,64,instance_14318,1,10,800,40,100,V100,2,506,72
app_86,65,instance_14323,1,10,800,40,200,V100,3,32,72
app_86,65,instance_14330,1,10,800,40,200,V100,4,491,72
app_132,65,instance_14351,1,10,800,40,50,V100,5,630,72
app_132,65,instance_14352,1,10,800,40,100,V100,1,206,72
app_132,65,instance_14353,1,10,800,40,200,V100,1,656,72
app_132,66,instance_14354,1,10,800,40,100,V100,2,342,72
app_132,66,instance_14355,1,10,800,40,100,V100,1,148,72
app_132,66,instance_14356,1,10,800,40,100,V100,5,813,72
app_132,66,instance_14357,1,10,800,40,100,V100,1,581,72
app_132,66,instance_14358,1,10,800,40,150,V100,1,423,72
app_132,66,instance_14359,1,10,800,40,200,V100,4,38,72
app_132,66,instance_14360,1,10,800,40,200,V100,5,410,72
app_132,67,instance_14361,1,10,800,40,200,V100,2,758,72
app_132,67,instance_14362,1,10,800,40,200,V100,5,9,72
app_132,67,instance_14363,1,10,800,40,100,V100,4,719,72
app_132,67,instance_14364,1,10,800,40,200,V100,4,147,72
app_132,67,instance_14365,1,10,800,40,150,V100,2,937,72
app_132,67,instance_14366,1,10,800,40,50,V100,2,40,72
app_132,67,instance_14367,1,10,800,40,100,V100,1,913,72
app_132,68,instance_14368,1,10,800,40,100,V100,2,219,72
app_132,68,instance_14369,1,10,800,40,200,V100,4,776,72
app_132,68,instance_14370,1,10,800,40,100,V100,3,374,72
app_132,68,instance_14371,1,10,800,40,50,V100,2,877,72
app_132,68,instance_14372,1,10,800,40,100,V100,4,258,72
app_132,68,instance_14373,1,10,800,40,200,V100,1,793,72
app_132,68,instance_14374,1,10,800,40,200,V100,2,118,72
app_132,69,instance_14375,1,10,800,40,50,V100,3,408,72
app_132,69,instance_14376,1,10,800,40,100,V100,4,742,72
app_132,69,instance_14377,1,10,800,40,200,V100,5,526,72
app_132,69,instance_14378,1,10,800,40,100,V100,2,742,72
